features,Cluster.Index,M/Z,RT,Annotation,Cosine.Score,No..of.Shared.Peaks,Mass.Diff..to.Library.Reference,ppm.error,Analog?,Nearest.Neighbors,Proximity,CF_class,CF_Dparent,CF_kingdom,CF_MFramework,CF_subclass,CF_superclass,fch_147L_147V,fch_147L_147WG,fch_147L_165L,fch_147L_165V,fch_147L_165WG,fch_147L_291L,fch_147L_291V,fch_147L_291WG,fch_147V_147WG,fch_147V_165L,fch_147V_165V,fch_147V_165WG,fch_147V_291L,fch_147V_291V,fch_147V_291WG,fch_147WG_165L,fch_147WG_165V,fch_147WG_165WG,fch_147WG_291L,fch_147WG_291V,fch_147WG_291WG,fch_165L_165V,fch_165L_165WG,fch_165L_291L,fch_165L_291V,fch_165L_291WG,fch_165V_165WG,fch_165V_291L,fch_165V_291V,fch_165V_291WG,fch_165WG_291L,fch_165WG_291V,fch_165WG_291WG,fch_291L_291V,fch_291L_291WG,fch_291V_291WG
X405.3497_3.05_5539,5539,405.3497,3.05,"(2Z,6S)-6-[(1S,3aS,9aR,11aS)-3a,6,6,9a,11a-pentamethyl-7-oxo-1H,2H,3H,3aH,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl]-2-methylhept-2-enoic acid",0.713437,9,31.9913,73149.6,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X500.4079_3.05_5540,5540,500.4079,3.05,NA,NA,NA,NA,NA,No,taurodeoxycholic acid,First Analog,Steroids and steroid derivatives,"Trihydroxy bile acids, alcohols and derivatives",Organic compounds,Aliphatic homopolycyclic compounds,"Bile acids, alcohols and derivatives",Lipids and lipid-like molecules,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X512.3718_2.75_5541,5541,512.3718,2.75,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X217.1942_3.05_5542,5542,217.1942,3.05,Beta-Elemene,0.929754,9,12.0042,58502.8,Yes,"1-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8a-octahydroazulen-1-ol",First,Prenol lipids,Sesquiterpenoids,Organic compounds,Aliphatic homomonocyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X249.0533_0.36_5543,5543,249.0533,0.36,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X473.3605_2.62_5545,5545,473.3605,2.62,NA,NA,NA,NA,NA,No,"(2Z,6S)-6-[(1S,3aS,9aR,11aS)-3a,6,6,9a,11a-pentamethyl-7-oxo-1H,2H,3H,3aH,5H,5aH,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-1-yl]-2-methylhept-2-enoic acid",Second,Prenol lipids,Triterpenoids,Organic compounds,Aliphatic homopolycyclic compounds,Triterpenoids,Lipids and lipid-like molecules,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X475.3764_2.73_5548,5548,475.3764,2.73,Methyl Deoxycholate,0.758244,8,68.0604,167095,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X424.2802_2.85_5549,5549,424.2802,2.85,NA,NA,NA,NA,NA,No,TOP19 Psoriasis feature - Unknown FeatureID=3668,First,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes
X614.3856_2.15_5551,5551,614.3856,2.15,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes
X496.3021_2.44_5556,5556,496.3021,2.44,"ReSpect:PT108140 1-Decanoyl-2-Hydroxy-sn-Glycero-3-Phosphocholine|10:0 LysoPC|1-decanoyl-sn-glycero-3-phosphocholine|1-Capryl-2-lysophosphatidylcholine|1-Decanoyllysolecithin|Phosphocholine,1-Decanoyl-2-Hydroxy-sn-Gly",0.90452,6,84.0561,203898,Yes,Self-Loop,Self-Loop,Glycerophospholipids,1-acyl-sn-glycero-3-phosphocholines,Organic compounds,Aliphatic acyclic compounds,Glycerophosphocholines,Lipids and lipid-like molecules,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X597.2931_2.24_5558,5558,597.2931,2.24,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X862.5749_2.88_5559,5559,862.5749,2.88,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14,0.739004,10,45.0041,49587,Yes,Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphoethanolamine from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA
X243.1332_0.52_5560,5560,243.1332,0.52,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X174.1848_2.46_5561,5561,174.1848,2.46,Spectral Match to .beta.-Citronellol from NIST14,0.927309,5,17.0268,108342,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X219.1734_3.05_5563,5563,219.1734,3.05,Spectral Match to Curcumol from NIST14,0.802623,8,0.000595093,2.71516,No,NA,None,Prenol lipids,Guaianes,Organic compounds,Aliphatic heteropolycyclic compounds,Sesquiterpenoids,Lipids and lipid-like molecules,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X314.2674_2.63_5565,5565,314.2674,2.63,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X559.7817_2.24_5566,5566,559.7817,2.24,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X407.3653_3.29_5568,5568,407.3653,3.29,Spectral Match to Uvaol from NIST14,0.760848,14,36.0247,81248.4,Yes,NA,None,Prenol lipids,Triterpenoids,Organic compounds,Aliphatic homopolycyclic compounds,Triterpenoids,Lipids and lipid-like molecules,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes
X409.3442_2.96_5569,5569,409.3442,2.96,Glochidone,0.790599,14,14.0178,33110.7,Yes,Glochidone,First,Prenol lipids,Triterpenoids,Organic compounds,Aliphatic homopolycyclic compounds,Triterpenoids,Lipids and lipid-like molecules,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X484.2653_2.85_5571,5571,484.2653,2.85,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes
X384.382_3.5_5576,5576,384.382,3.5,Spectral Match to Palmitoyl ethanolamide from NIST14,0.890292,6,84.093,280040,Yes,Self-Loop,Self-Loop,Organonitrogen compounds,N-acylethanolamines,Organic compounds,Aliphatic acyclic compounds,Amines,Organic nitrogen compounds,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X422.2647_2.82_5577,5577,422.2647,2.82,NA,NA,NA,NA,NA,No,TOP19 Psoriasis feature - Unknown FeatureID=3668,Second,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X442.163_2.42_5580,5580,442.163,2.42,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X233.1125_0.37_5586,5586,233.1125,0.37,Spectral Match to Thr-Ile from NIST14,0.862646,6,0.0374908,160.801,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X245.1892_3.06_5588,5588,245.1892,3.06,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X446.3245_2.85_5589,5589,446.3245,2.85,Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate,0.759316,5,19.9665,46830.3,Yes,Spectral Match to Palmitoylcarnitine from NIST14,First Analog,Fatty Acyls,Acyl carnitines,Organic compounds,Aliphatic acyclic compounds,Fatty acid esters,Lipids and lipid-like molecules,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X290.1701_0.91_5590,5590,290.1701,0.91,Spectral Match to Leucine Enkephalin from NIST14,0.77887,6,46.0219,136892,Yes,Spectral Match to Leu-Gly-Leu from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X643.4881_3.83_5595,5595,643.4881,3.83,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X375.1863_0.81_5596,5596,375.1863,0.81,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X476.2757_2.81_5597,5597,476.2757,2.81,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X218.1245_0.25_5600,5600,218.1245,0.25,Spectral Match to Pro-Arg from NIST14,0.825365,7,54.0465,198576,Yes,Spectral Match to Ile-Pro-Arg from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X540.4609_3.76_5604,5604,540.4609,3.76,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X229.1433_2.3_5606,5606,229.1433,2.3,Spectral Match to Pro-Ile from NIST14,0.730137,4,0.0117035,51.0724,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X495.3063_3.3_5610,5610,495.3063,3.3,NA,NA,NA,NA,NA,No,Spectral Match to 1-Hexadecanoyl-2-sn-glycero-3-phosphate from NIST14,First Analog,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,NA,Yes
X329.1809_0.47_5611,5611,329.1809,0.47,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,NA,Yes,NA,NA,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X295.1641_1.76_5615,5615,295.1641,1.76,Spectral Match to Tyr-Leu from NIST14,0.7368,5,9.16E-05,0.310176,No,Self-Loop,Self-Loop,Carboxylic acids and derivatives,Dipeptides,Organic compounds,Aromatic homomonocyclic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X363.3352_2.98_5619,5619,363.3352,2.98,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X267.1151_2.5_5621,5621,267.1151,2.5,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X398.3975_3.58_5624,5624,398.3975,3.58,Massbank:RP003203 Heptadecanoyl Ethanolamide|Margaroyl-ethanolamine|N-(2-hydroxyethyl)heptadecanamide,0.780005,4,84.0925,267551,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X251.1022_2.27_5626,5626,251.1022,2.27,Spectral Match to L-Kynurenine from NIST14,0.749532,5,59.0372,307381,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,Yes,Yes,NA,NA,Yes,Yes,NA,Yes,Yes,NA,NA,Yes,Yes
X409.3443_3.03_5627,5627,409.3443,3.03,NA,NA,NA,NA,NA,No,Glochidone,First,Prenol lipids,Triterpenoids,Organic compounds,Aliphatic homopolycyclic compounds,Triterpenoids,Lipids and lipid-like molecules,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,Yes,NA
X673.5337_4.1_5628,5628,673.5337,4.1,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
X511.2703_3.31_5636,5636,511.2703,3.31,NA,NA,NA,NA,NA,No,"NCGC00386027-01_C27H42O3_Spirost-5-en-3-ol, (3beta,25R)-",First Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X616.8176_2.32_5642,5642,616.8176,2.32,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X386.2884_2.6_5647,5647,386.2884,2.6,Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate,0.868903,6,40.0696,93981.1,Yes,Massbank:RP025103 Oleoyl-L-Carnitine|(3R)-3-[(Z)-octadec-9-enoyl]oxy-4-(trimethylazaniumyl)butanoate,First Analog,Fatty Acyls,Acyl carnitines,Organic compounds,Aliphatic acyclic compounds,Fatty acid esters,Lipids and lipid-like molecules,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X293.2461_3.65_5648,5648,293.2461,3.65,"Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14",0.812142,8,0.000915527,3.12203,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X585.4851_3.89_5651,5651,585.4851,3.89,"(2E)-6-{13,17-dihydroxy-7,7,12,16-tetramethyl-6-[(3,4,5-trihydroxyoxan-2-yl)oxy]pentacyclo[9.7.0.0 , .0 ,?.0  , ?]octadecan-15-yl}-2-methylhept-2-enoic acid",0.756237,7,52.9409,82924.1,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X622.5377_4.29_5655,5655,622.5377,4.29,NA,NA,NA,NA,NA,No,"(1R,2R,5S,8R,14R,15R,16S)-16-hydroxy-1,2,14,17,17-pentamethyl-8-(prop-1-en-2-yl)pentacyclo[11.7.0.0 , ?.0?,?.0 ?, ?]icosane-5,15-dicarboxylic acid",Third Analog,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X603.4958_3.79_5663,5663,603.4958,3.79,"(1R,2R,5S,8R,14R,15R,16S)-16-hydroxy-1,2,14,17,17-pentamethyl-8-(prop-1-en-2-yl)pentacyclo[11.7.0.0 , ?.0?,?.0 ?, ?]icosane-5,15-dicarboxylic acid",0.726073,7,78.1978,148864,Yes,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X314.3039_3.16_5668,5668,314.3039,3.16,Massbank:RP003203 Heptadecanoyl Ethanolamide|Margaroyl-ethanolamine|N-(2-hydroxyethyl)heptadecanamide,0.809319,4,0.00109863,3.49544,No,Self-Loop,Self-Loop,Organonitrogen compounds,N-acylethanolamines,Organic compounds,Aliphatic acyclic compounds,Amines,Organic nitrogen compounds,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X666.5637_3.9_5669,5669,666.5637,3.9,NA,NA,NA,NA,NA,No,NA,None,no matches,no matches,no matches,no matches,no matches,no matches,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X423.3237_3.03_5671,5671,423.3237,3.03,"NCGC00385003-01!4-[3-methyl-5-(5,6,7-trihydroxy-1,2,4a,5-tetramethyl-3,4,6,7,8,8a-hexahydro-2H-naphthalen-1-yl)pentoxy]-4-oxobutanoic acid [IIN-based on: CCMSLIB00000848208]",0.723246,15,34.0549,87484.3,Yes,Glochidone,First,Prenol lipids,Triterpenoids,Organic compounds,Aliphatic homopolycyclic compounds,Triterpenoids,Lipids and lipid-like molecules,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X420.3443_3.29_5672,5672,420.3443,3.29,Massbank:RP029702 N-Oleyl-Leucine|N-oleoyl leucine|(2S)-4-methyl-2-[[(Z)-octadec-9-enoyl]amino]pentanoic acid,0.843851,10,23.9973,60546.2,Yes,Massbank:RP029702 N-Oleyl-Leucine|N-oleoyl leucine|(2S)-4-methyl-2-[[(Z)-octadec-9-enoyl]amino]pentanoic acid,First,Carboxylic acids and derivatives,Leucine and derivatives,Organic compounds,Aliphatic acyclic compounds,"Amino acids, peptides, and analogues",Organic acids and derivatives,Yes,Yes,NA,Yes,Yes,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,NA,Yes,NA,Yes,Yes,Yes,NA,Yes,NA,NA,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,Yes
X347.1589_2.59_5673,5673,347.1589,2.59,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X232.1176_2.15_5678,5678,232.1176,2.15,NA,NA,NA,NA,NA,No,Self-Loop,Self-Loop,no matches,no matches,no matches,no matches,no matches,no matches,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,Yes
